Tag,Chromophore,Solvent,Absorption max (nm)
2104,Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,CC#N,-1.4696759700589417
2105,Cc1ccc(-c2ccc(/C=C/c3ccc(N(C)C)cc3)cn2)nc1,CC#N,0.19885085874516517
2106,Cc1ccc(-c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cn2)nc1,CC#N,-1.171182981502945
2107,Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,CC#N,-0.5108256237659907
2108,Cc1ccc(-c2ccc(/C=C/c3ccc(Br)n3C)cn2)nc1,CC#N,-0.4155154439616658
2109,c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,ClC(Cl)Cl,3.2580965380214817
2110,N#Cc1cc2ccc3cc(C#N)c4ccccc4c3c2c2ccccc12,ClC(Cl)Cl,2.4336133554004498
2111,COc1ccc2c(c1)c(C#N)cc1c(OC)c(OC)c3cc(C#N)c4cc(OC)ccc4c3c12,ClC(Cl)Cl,1.791759469228055
2112,COc1ccc2c(C=C(C#N)C#N)cc3ccc4cc(C=C(C#N)C#N)c5ccc(OC)cc5c4c3c2c1,ClC(Cl)Cl,0.4054651081081644
2113,COc1ccc2c(C#N)cc3ccc4cc(C#N)c5ccc(OC)cc5c4c3c2c1,ClC(Cl)Cl,2.3513752571634776
2116,CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CS(C)=O,1.4816045409242156
2125,CCC/N=C/c1cc2ccc(N(C)C)cc2cc1OC,CS(C)=O,1.3862943611198906
2138,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,CC#N,-4.605170185988091
2140,COC(=O)/C(C#N)=c1/cc/c(=c2/cc/c(=C(\C#N)C(=O)OC)s2)s1,Cc1ccccc1,-3.912023005428146
2141,CCCCCCc1ccc(/C=C/c2ccc(CCCCCC)s2)s1,Cc1ccccc1,-1.6607312068216509
2142,CCCCCCc1cc2/c(=C(\C#N)C(=O)OC)s/c(=c3/s/c(=C(/C#N)C(=O)OC)c4cc(CCCCCC)sc34)c2s1,Cc1ccccc1,-0.5978370007556203
2143,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C(F)(F)F)cc4)sc23)c2sc(-c3ccc(C(F)(F)F)cc3)cc12,Cc1ccccc1,0.8415671856782185
2144,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(F)cc4)sc23)c2sc(-c3ccc(F)cc3)cc12,Cc1ccccc1,1.0647107369924282
2145,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccccc4)sc23)c2sc(-c3ccccc3)cc12,Cc1ccccc1,1.036736884950022
2146,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C)cc4)sc23)c2sc(-c3ccc(C)cc3)cc12,Cc1ccccc1,1.2237754316221157
2147,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(OC)cc4)sc23)c2sc(-c3ccc(OC)cc3)cc12,Cc1ccccc1,1.4724720573609429
2148,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)sc23)c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc12,Cc1ccccc1,1.4770487243883548
2150,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCOC(C)=O,-2.659260036932778
2151,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CC#N,-1.0498221244986778
2152,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,ClC(Cl)Cl,-0.5621189181535413
2153,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCO,1.4350845252893225
2154,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CO,1.9021075263969203
2155,COc1ccc2cc3c(C)cc(=O)oc3cc2c1,OCC(F)(F)F,2.5649493574615367
2156,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,Cc1ccccc1,-0.10536051565782628
2157,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCCCOCCCC,-0.6931471805599453
2158,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,Clc1ccccc1,0.6931471805599453
2159,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCOCC,-0.35667494393873245
2160,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCOC(C)=O,0.4700036292457356
2161,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,N#Cc1ccccc1,1.791759469228055
2162,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,O=C1CCCCC1,1.2237754316221157
2163,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)O,2.0412203288596382
2164,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)=O,1.504077396776274
2165,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC#N,1.8870696490323797
2166,O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CO,2.028148247292285
2167,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Cc1ccccc1,1.0296194171811581
2168,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCCCOCCCC,-0.10536051565782628
2169,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Clc1ccccc1,1.6863989535702286
2170,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOCC,0.4700036292457356
2171,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOC(C)=O,1.3609765531356006
2172,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,N#Cc1ccccc1,2.054123733695546
2173,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,O=C1CCCCC1,1.840549633397487
2174,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)O,2.0794415416798357
2175,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)=O,2.0412203288596382
2176,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC#N,2.128231705849268
2177,COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CO,2.0412203288596382
2178,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Cc1ccccc1,1.7227665977411033
2179,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCCCOCCCC,1.3083328196501787
2180,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Clc1ccccc1,2.001480000210124
2181,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOCC,1.589235205116581
2182,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOC(C)=O,1.9878743481543453
2183,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,N#Cc1ccccc1,1.9459101490553132
2184,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,O=C1CCCCC1,2.001480000210124
2185,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)O,2.0412203288596382
2186,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)=O,2.1400661634962708
2187,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC#N,2.2192034840549946
2188,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CO,2.001480000210124
2189,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,0.33647223662121284
2190,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,-0.5108256237659907
2191,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,1.791759469228055
2192,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,-0.10536051565782628
2193,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.410986973710262
2194,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.6461747973841225
2195,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.054123733695546
2196,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,2.5416019934645453
2197,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,2.3513752571634776
2198,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,2.580216829592325
2199,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,2.533696813957432
2200,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,1.0296194171811581
2201,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,0.6418538861723947
2202,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,1.7749523509116738
2203,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,0.9555114450274363
2204,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.8870696490323797
2205,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.2823823856765264
2206,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.1162555148025524
2207,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,2.2300144001592104
2208,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,2.272125885509337
2209,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,2.33214389523559
2210,CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,2.1162555148025524
2211,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,2.2192034840549946
2212,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,2.2192034840549946
2213,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,2.151762203259462
2214,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,2.251291798606495
2215,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.9600947840472696
2216,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.0149030205422647
2217,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.054123733695546
2218,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,0.6931471805599453
2219,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,1.9315214116032138
2220,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,1.7749523509116738
2221,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,0.4054651081081644
2404,CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,CCCCCC,-0.4942963218147801
2405,CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,Cc1ccccc1,-0.4942963218147801
2406,CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,CCOCC,-0.4780358009429998
2407,COc1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,0.636576829071551
2408,COc1ccc(N(c2ccccc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,0.8197798314933114
2409,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,-1.0216512475319814
2410,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,-1.3862943611198906
2411,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(/C=C(\C)c3ccccc3)cc2)cc1,Cc1ccccc1,0.4054651081081644
2412,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,0.6931471805599453
2413,COc1ccc(N(c2ccccc2)c2ccccc2)cc1,COc1ccc(N(c2ccccc2)c2ccccc2)cc1,0.3435897043900768
2414,COc1ccc(N(c2ccccc2)c2ccc(OC)cc2)cc1,COc1ccc(N(c2ccccc2)c2ccc(OC)cc2)cc1,1.324418957401803
2415,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,-0.16251892949777494
2416,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,COc1ccc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,0.13976194237515863
2417,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(/C=C(\C)c3ccccc3)cc2)cc1,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(/C=C(\C)c3ccccc3)cc2)cc1,-0.3011050927839216
2418,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,0.47623417899637166
2443,O=c1oc2ccc3ccccc3c2nc1-c1ccccc1,c1ccccc1,0.7884573603642703
2447,O=c1oc2cc3ccccc3cc2nc1-c1ccccc1,c1ccccc1,0.1823215567939546
2451,O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,c1ccccc1,1.791759469228055
2479,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,ClCCl,-2.8134107167600364
2480,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,ClCCl,0.4700036292457356
2481,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,0.4054651081081644
2482,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc3c(cc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)n3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)n2-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc(C(C)(C)C)c1,2.9652730660692823
2483,CC(C)(C)c1cc2c3cc(C(C)(C)C)c(-c4cc5cc6c7cccc8cccc(c9cc(C(C)(C)C)cc(c5cc4C(C)(C)C)c96)c87)cc3cc3c4cccc5cccc(c(c1)c23)c54,CC1CCCCC1,1.2237754316221157
2484,CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54,CC1CCCCC1,1.2809338454620642
2493,c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,ClCCl,1.2725655957915476
2494,[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,1.0986122886681096
2495,O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,2.424802725718295
2496,C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,2.6946271807700692
2497,O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,ClCCl,2.423031246069913
2498,O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,2.5572273113676265
2499,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,2.546315277916644
2510,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCCC,-0.11653381625595152
2511,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCOC(C)=O,0.4054651081081644
2512,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,C1COCCO1,0.5068176023684517
2513,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC(C)=O,0.7747271675523681
2514,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CC#N,0.7975071958841882
2515,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CN(C)C=O,0.9631743177730054
2516,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CS(C)=O,1.1085626195212777
2517,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCCO,-0.19845093872383832
2518,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCCO,-0.16251892949777494
2519,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CCO,0.0
2520,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CO,0.09531017980432495
2593,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,C1CCCCC1,1.3862943611198906
2594,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,Cc1ccccc1,1.4586150226995167
2595,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,COc1ccccc1,1.5686159179138452
2596,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClC(Cl)Cl,1.7749523509116738
2597,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,CCOC(C)=O,1.6863989535702286
2598,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClCCl,1.7578579175523736
2599,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClCCCl,1.6863989535702286
2600,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,CN(C)C=O,0.0
2601,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,Cc1ccccc1,0.6418538861723947
2602,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,COc1ccccc1,0.7884573603642703
2603,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClC(Cl)Cl,0.9555114450274363
2604,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClCCl,0.916290731874155
2605,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,ClCCCl,0.6931471805599453
2606,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,CN(C)C=O,-0.6931471805599453
2607,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,C1CCCCC1,1.4816045409242156
2608,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,Cc1ccccc1,1.504077396776274
2609,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,COc1ccccc1,1.504077396776274
2610,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClC(Cl)Cl,1.589235205116581
2611,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,CCOC(C)=O,1.6094379124341003
2612,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClCCl,1.5686159179138452
2613,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,ClCCCl,1.547562508716013
2614,CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,CN(C)C=O,1.3083328196501787
2615,CCCCC(CC)Cn1c2cc(-n3c4ccccc4c4ccccc43)ccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,1.0647107369924282
2616,CCCCC(CC)Cn1c2ccccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,1.9315214116032138
2617,CCn1c2ccccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,1.9315214116032138
2618,CCCCC(CC)Cn1c2ccccc2c2ccc(-c3ccc4c5ccccc5n(CC(CC)CCCC)c4c3)cc21,C1CCOC1,1.7047480922384253
2619,CCCCC(CC)Cn1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,C1CCOC1,1.589235205116581
2620,CN(C)CCCN1c2ccccc2CCc2ccccc21,O,0.11332868530700327
2621,CNCCCN1c2ccccc2CCc2ccccc21,O,-0.35667494393873245
2622,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,O,-1.7147984280919266
2623,CNCCCC1c2ccccc2C=Cc2ccccc21,O,0.9400072584914712
2624,c1ccc2c(c1)CCc1ccccc1N2,CO,1.3029127521808395
2625,CN1c2ccccc2CCc2ccccc21,CO,-0.21072103131565253
2626,CN(C)CCCN1c2ccccc2CCc2ccccc21,CO,-0.6161861394238168
2627,CNCCCN1c2ccccc2CCc2ccccc21,CO,-1.1394342831883648
2628,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CO,-1.6607312068216509
2629,CC(C)CCCN1c2ccccc2CCc2ccccc21,CO,-0.15082288973458366
2631,CNCCCC1c2ccccc2C=Cc2ccccc21,CO,0.8671004876833832
2632,c1ccc2c(c1)CCc1ccccc1N2,CC#N,1.3083328196501787
2633,CN1c2ccccc2CCc2ccccc21,CC#N,-0.4620354595965587
2634,CN(C)CCCN1c2ccccc2CCc2ccccc21,CC#N,-0.16251892949777494
2635,CNCCCN1c2ccccc2CCc2ccccc21,CC#N,-0.7985076962177715
2636,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CC#N,-1.5141277326297755
2637,CC(C)CCCN1c2ccccc2CCc2ccccc21,CC#N,-0.11653381625595152
2638,C1=Cc2ccccc2Cc2ccccc21,CC#N,1.3137236682850553
2639,CNCCCC1c2ccccc2C=Cc2ccccc21,CC#N,0.8796267475025636
2640,c1ccc2c(c1)CCc1ccccc1N2,CCCCCC,0.688134638736401
2641,Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CCCCCC,1.0750024230289759
2642,Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,ClCCl,0.7701082216960737
2643,Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,C1CCOC1,1.1052568313867783
2644,Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CS(C)=O,0.8329091229351039
